timestamp,user_id,event_type,trace_id,details
1775088250.2430413,User-024,started,trace_0434,"3 requests remaining (advanced 50%), 12,236 tokens at start"
1775088250.3091295,User-025,started,trace_0239,"34 requests remaining (advanced 29%), 21,910 tokens at start"
1775088250.3686836,User-026,started,trace_0104,"5 requests remaining (advanced 29%), 21,796 tokens at start"
1775088250.4452147,User-027,started,trace_0332,"118 requests remaining (advanced 37%), 65,026 tokens at start"
1775088280.0661945,User-028,started,trace_0519,"4 requests remaining (advanced 33%), 145,196 tokens at start"
1775088280.1404033,User-029,started,trace_0157,"120 requests remaining (advanced 33%), 72,889 tokens at start"
1775088280.2327664,User-030,started,trace_0298,"168 requests remaining (advanced 50%), 139,660 tokens at start"
1775088280.3047495,User-031,started,trace_0007,"198 requests remaining (advanced 31%), 48,043 tokens at start"
1775088280.4008892,User-032,started,trace_0513,"58 requests remaining (advanced 58%), 138,311 tokens at start"
1775088280.4668415,User-033,started,trace_0203,"34 requests remaining (advanced 39%), 46,003 tokens at start"
1775088280.5403507,User-034,started,trace_0217,"242 requests remaining (advanced 38%), 74,406 tokens at start"
1775088310.0463831,User-035,started,trace_0052,"122 requests remaining (advanced 57%), 74,411 tokens at start"
1775088310.1141536,User-036,started,trace_0268,"4 requests remaining (advanced 50%), 55,712 tokens at start"
1775088310.1691434,User-037,started,trace_0380,"10 requests remaining (advanced 38%), 13,198 tokens at start"
1775088310.2559476,User-038,started,trace_0138,"143 requests remaining (advanced 46%), 110,019 tokens at start"
1775088310.3617232,User-039,started,trace_0516,"4 requests remaining (advanced 33%), 137,198 tokens at start"
1775088310.4342952,User-040,started,trace_0398,"23 requests remaining (advanced 52%), 67,698 tokens at start"
1775088310.5237722,User-041,started,trace_0067,"117 requests remaining (advanced 52%), 123,818 tokens at start"
1775088376.908614,User-006,completed,trace_0514,"6/6 requests, 42.2% cache hit"
1775088465.9005976,User-014,truncated,trace_0057,"164/408 requests, 99.9% cache hit"
1775088482.358688,User-024,completed,trace_0434,"6/6 requests, 24.2% cache hit"
1775088482.396271,User-004,completed,trace_0422,"6/6 requests, 52.0% cache hit"
1775088490.0658076,User-042,started,trace_0394,"10 requests remaining (advanced 29%), 59,664 tokens at start"
1775088490.1350913,User-043,started,trace_0432,"180 requests remaining (advanced 42%), 58,635 tokens at start"
1775088490.199217,User-044,started,trace_0389,"23 requests remaining (advanced 47%), 40,293 tokens at start"
1775088490.2501526,User-045,started,trace_0458,"48 requests, 15,157 initial tokens"
1775088490.3213222,User-046,started,trace_0247,"61 requests remaining (advanced 53%), 45,020 tokens at start"
1775088513.79249,User-023,completed,trace_0361,"6/6 requests, 37.2% cache hit"
1775088516.0514057,User-039,completed,trace_0516,"6/6 requests, 78.0% cache hit"
1775088519.0356936,User-028,completed,trace_0519,"6/6 requests, 98.2% cache hit"
1775088520.0895875,User-047,started,trace_0294,"64 requests remaining (advanced 52%), 94,757 tokens at start"
1775088520.1905882,User-048,started,trace_0431,"10 requests remaining (advanced 38%), 158,210 tokens at start"
1775088520.2512002,User-049,started,trace_0099,"13 requests remaining (advanced 41%), 29,729 tokens at start"
1775088520.30591,User-050,started,trace_0354,"5 requests remaining (advanced 17%), 12,169 tokens at start"
1775088520.380186,User-051,started,trace_0105,"60 requests remaining (advanced 48%), 79,367 tokens at start"
1775088550.0945716,User-052,started,trace_0081,"90 requests remaining (advanced 38%), 65,685 tokens at start"
1775088550.2009974,User-053,started,trace_0020,"342 requests remaining (advanced 30%), 168,122 tokens at start"
1775088550.3009257,User-054,started,trace_0086,"176 requests remaining (advanced 41%), 149,163 tokens at start"
1775088550.3731108,User-055,started,trace_0269,"28 requests remaining (advanced 39%), 59,969 tokens at start"
1775088550.4288774,User-056,started,trace_0428,"109 requests remaining (advanced 40%), 13,643 tokens at start"
1775088580.1506689,User-057,started,trace_0013,"38 requests remaining (advanced 30%), 124,933 tokens at start"
1775088580.2647963,User-058,started,trace_0376,"4 requests remaining (advanced 50%), 154,005 tokens at start"
1775088580.344643,User-059,started,trace_0261,"14 requests remaining (advanced 52%), 63,720 tokens at start"
1775088580.4399161,User-060,started,trace_0062,"85 requests remaining (advanced 35%), 118,177 tokens at start"
1775088617.4328878,User-037,completed,trace_0380,"16/16 requests, 87.7% cache hit"
1775088648.3053207,User-026,completed,trace_0104,"7/7 requests, 75.6% cache hit"
1775088773.9892828,User-050,completed,trace_0354,"6/6 requests, 47.7% cache hit"
1775088786.5155873,User-036,completed,trace_0268,"8/8 requests, 86.4% cache hit"
1775088880.0651743,User-061,started,trace_0154,"62 requests remaining (advanced 52%), 103,161 tokens at start"
1775088880.1422558,User-062,started,trace_0096,"93 requests remaining (advanced 41%), 58,909 tokens at start"
1775088880.2304497,User-063,started,trace_0245,"45 requests remaining (advanced 36%), 113,918 tokens at start"
1775088880.3089216,User-064,started,trace_0252,"745 requests remaining (advanced 35%), 83,824 tokens at start"
1775088880.4148111,User-065,started,trace_0316,"44 requests remaining (advanced 50%), 136,475 tokens at start"
1775088910.1268077,User-066,started,trace_0388,"144 requests remaining (advanced 50%), 145,614 tokens at start"
1775088910.2320743,User-067,started,trace_0173,"153 requests remaining (advanced 50%), 100,986 tokens at start"
1775088910.3245952,User-068,started,trace_0274,"35 requests remaining (advanced 57%), 124,802 tokens at start"
1775088942.5369399,User-058,completed,trace_0376,"8/8 requests, 99.3% cache hit"
1775088952.0681267,User-017,completed,trace_0373,"22/22 requests, 98.8% cache hit"
1775088990.7523024,User-018,completed,trace_0521,"16/16 requests, 89.3% cache hit"
1775089009.6554406,User-048,completed,trace_0431,"16/16 requests, 99.8% cache hit"
1775089073.4309402,User-019,truncated,trace_0371,"22/24 requests, 95.6% cache hit"
1775089095.6728601,User-005,completed,trace_0307,"28/28 requests, 70.2% cache hit"
1775089123.3166914,User-042,completed,trace_0394,"14/14 requests, 81.1% cache hit"
1775089274.8195267,User-045,truncated,trace_0458,"14/48 requests, 90.2% cache hit"
1775089488.098233,User-010,completed,trace_0071,"21/21 requests, 97.6% cache hit"
1775089629.4408276,User-049,completed,trace_0099,"22/22 requests, 96.4% cache hit"
1775089653.4437156,User-040,completed,trace_0398,"48/48 requests, 87.4% cache hit"
1775089675.6178772,User-044,completed,trace_0389,"43/43 requests, 62.0% cache hit"
1775089677.7437134,User-059,completed,trace_0261,"29/29 requests, 99.0% cache hit"
1775089729.6126084,User-007-SA1,completed,trace_0296:agent_001,"10/10 requests, 87.2% cache hit"
1775089814.384809,User-069,started,trace_0170,"95 requests remaining (advanced 34%), 53,543 tokens at start"
1775089814.5377812,User-070,started,trace_0188,"60 requests remaining (advanced 45%), 103,501 tokens at start"
1775089814.622127,User-071,started,trace_0123,"121 requests remaining (advanced 43%), 99,421 tokens at start"
1775089814.6734307,User-072,started,trace_0014,"787 requests, 89,509 initial tokens"
1775089814.7293646,User-073,started,trace_0308,"5 requests remaining (advanced 17%), 13,182 tokens at start"
1775089814.8380647,User-074,started,trace_0216,"185 requests remaining (advanced 52%), 152,101 tokens at start"
1775089852.3202648,User-053,truncated,trace_0020,"168/492 requests, 99.6% cache hit"
1775089898.7272568,User-073,completed,trace_0308,"6/6 requests, 35.6% cache hit"
1775089930.09061,User-075,started,trace_0227,"68 requests remaining (advanced 46%), 99,150 tokens at start"
1775089930.1689281,User-076,started,trace_0202,"69 requests remaining (advanced 58%), 84,972 tokens at start"
1775089930.2489235,User-077,started,trace_0185,"190 requests remaining (advanced 39%), 94,543 tokens at start"
1775089930.3319247,User-078,started,trace_0409,"21 requests remaining (advanced 32%), 102,839 tokens at start"
1775089930.4041998,User-079,started,trace_0082,"63 requests remaining (advanced 38%), 70,885 tokens at start"
1775090241.5390227,User-033,completed,trace_0203,"56/56 requests, 98.7% cache hit"
1775090255.248054,User-063-SA1,completed,trace_0245:agent_004,"42/42 requests, 97.1% cache hit"
1775090298.8756115,User-007-SA2,completed,trace_0296:agent_002,"14/14 requests, 91.3% cache hit"
1775090457.6381097,User-015,completed,trace_0243,"100/100 requests, 97.8% cache hit"
1775090569.2536492,User-007,completed,trace_0296,"42/42 requests, 99.3% cache hit"
1775090569.4802587,User-055,completed,trace_0269,"46/46 requests, 99.1% cache hit"
1775090650.4961944,User-065,completed,trace_0316,"88/88 requests, 99.7% cache hit"
1775090680.2231777,User-068,completed,trace_0274,"82/82 requests, 99.8% cache hit"
1775090699.9878619,User-025,completed,trace_0239,"48/48 requests, 98.3% cache hit"
1775090869.683548,User-046,completed,trace_0247,"131/131 requests, 99.4% cache hit"
1775090909.256972,User-057,completed,trace_0013,"54/54 requests, 99.7% cache hit"
